,yelpID,Phone,alias,name,category,rating,review_count,address,city,state,zipcode
472,abzuzDVMQ2DkZY6mT0h2KA,(206) 622-7688,al-boccalino-seattle,Al Boccalino,Italian,3.0,281,625 1st Ave,Seattle,WA,98104
473,ZkPqng_S8yUWDkai4a1nDw,(206) 504-8546,lauren-ashton-cellars-redmond,Lauren Ashton Cellars,Wineries,4.5,10,19510 144th Ave NE,Redmond,WA,98052
474,YCo7fEnzZB7kh48MKYMn2A,(425) 467-7000,oma-bap-bellevue,Oma Bap,"Korean, Fast Food",3.5,173,120 Bellevue Way NE,Bellevue,WA,98004
475,J7BqNS0dtaQCdQfkODLFUw,(206) 528-0593,subway-seattle-14,Subway,"Fast Food, Sandwiches",2.5,9,5401 25th Ave NE,Seattle,WA,98105
476,P8qm_qVOHYh--qqnDmohcQ,(425) 644-3164,resonate-brewery-pizzeria-bellevue,Resonate Brewery + Pizzeria,"Pizza, Breweries, Beer Bar",4.5,206,5606 119th Ave SE,Bellevue,WA,98006
477,A9dcWNRzGvqLFO5VJuRlcw,(206) 632-5307,manis-kitchen-seattle,Mani's Kitchen,"Indian, Himalayan/Nepalese",4.5,55,12327 Roosevelt Way Ne,Seattle,WA,98125
478,Cy7L_ADxi8JrjxuthKJrug,(206) 284-3372,baskin-robbins-seattle-2,Baskin Robbins,Ice Cream & Frozen Yogurt,2.5,23,660 Elliott Ave W,Seattle,WA,98119
479,w08eX8pp4OjPg_YVXhMMzA,(206) 367-5058,subway-shoreline-2,Subway,"Fast Food, Sandwiches",2.0,4,15905 Westminster Way N,Shoreline,WA,98133
480,6HwUyk39Fsq-U0pPruvREw,(206) 723-2959,valero-gas-station-seattle-3,Valero Gas station,Gas Stations,5.0,2,3002 Beacon Ave S,Seattle,WA,98144
481,9nJlVsm9GEz6DFhK5ckaYA,(206) 325-9100,cafe-flora-seattle,Cafe Flora,"Vegetarian, Vegan, Gluten-Free",4.0,1035,2901 E Madison St,Seattle,WA,98112
482,G_xjBimSuQ73gEg1wYDacA,(206) 633-3030,cafe-allegro-seattle,Cafe Allegro,"Coffee & Tea, Coffee Roasteries",4.0,228,4214 University Way NE,Seattle,WA,98105
483,o7Iszf9beAlGMegE9IgHCA,(206) 622-8488,oriental-mart-seattle-5,Oriental Mart,"Grocery, Filipino, Imported Food",4.5,223,1506 Pike Pl,Seattle,WA,98101
484,b4Iw-XvcstHPYaSIAsL0fg,(206) 728-1337,el-gaucho-seattle,El Gaucho,"Steakhouses, Seafood, Venues & Event Spaces",4.0,1061,2505 1st Ave,Seattle,WA,98121
485,Rq291U1v3jAeWlve1OuSrA,(206) 617-7750,boxing-fish-seattle,Boxing Fish,Caterers,5.0,3,,Seattle,WA,98104
486,uUUXKyJ2e2IG8MHdiz0QIw,(206) 762-5030,woks-teriyaki-seattle,Wok's Teriyaki,"Delis, Chinese, Korean",3.5,28,6316 6th Ave S,Seattle,WA,98108
487,r-nL6uKjYDaZzg3qYlRHgg,(206) 781-8149,cameron-catering-seattle,Cameron Catering,Caterers,5.0,26,4216 6th Ave NW,Seattle,WA,98107
488,36w1pECSc9Gfp-YXXkXPlg,(206) 859-2776,bertas-salvadoran-kitchen-burien,Berta's Salvadoran Kitchen,"Salvadoran, Bars",4.0,24,127 SW 153rd St,Burien,WA,98166
489,wtnAlq_FPZJL9-TSPMkZZg,(425) 806-3809,mercurys-coffee-co-woodinville-3,Mercurys Coffee Co,Coffee & Tea,4.5,74,12801 NE 175th St,Woodinville,WA,98072
490,SYFnrlcmOXUXl7c097x4ug,(206) 463-5355,the-burton-inn-vashon,The Burton Inn,Bed & Breakfast,3.5,13,24007 Vashon Hwy SW,Vashon,WA,98070
491,70uAErS02HWGM93b1bibXg,(425) 633-0696,justtiffins-bellevue-2,JustTiffins,"Indian, Vegetarian, Desserts",3.5,83,15600 NE 8th St,Bellevue,WA,98007
492,qXgO3NrlqR-tqH8pBFxROw,(425) 402-4990,the-guest-house-kenmore,The Guest House,"Breakfast & Brunch, American (Traditional), Pizza",4.0,83,6810 NE 153rd Pl,Kenmore,WA,98028
493,p7n0zRehGjLLoimsSOEO4A,(703) 723-7264,kenny-and-zukes-delicatessen-and-market-portland,Kenny & Zuke's Delicatessen & Market,"Delis, Bagels",2.5,67,7000 NE Airport Way,Portland,OR,97218
494,3Di6_VnPYYFv2b_1NVaxpw,(425) 430-8232,kfc-renton-4,KFC,"Fast Food, Chicken Wings, Chicken Shop",1.5,44,10433 SE Carr Rd,Renton,WA,98055
495,qv-597pCfGeQ2kMCIkpQmg,(206) 682-7181,pike-place-fish-market-seattle-3,Pike Place Fish Market,Seafood Markets,4.5,357,86 Pike Pl,Seattle,WA,98101
496,eAvHSUes58s3nHIy86Qb7Q,(425) 273-1341,express-mexican-grill-everett-2,Express Mexican Grill,"Food Trucks, Mexican",3.5,19,,Everett,WA,98201
497,H63G9H522TC8qyzgUeEgwQ,(206) 318-8705,starbucks-jackson-16,Starbucks,Coffee & Tea,4.0,8,2034 N Highland Ave,Jackson,TN,38305
498,b-uziMcIg7R1LxYmlrn_rg,(206) 325-5600,broadmoor-golf-club-seattle,Broadmoor Golf Club,"Golf, Venues & Event Spaces, Party & Event Planning",4.5,3,2340 Broadmoor Dr E,Seattle,WA,98112
499,SnqM_h5UJmK-Mtr1KGy7Gw,(206) 786-0013,lts-famous-mobile-bbq-tukwila,Lts famous Mobile bbq,Caterers,5.0,1,14800 interurban Ave S.,Tukwila,WA,98168
500,jPZan-83FxRBN-oMdZ9J5g,(253) 850-8101,red-robin-gourmet-burgers-kent,Red Robin Gourmet Burgers,"Burgers, American (Traditional)",2.5,145,25207 104th Ave SE,Kent,WA,98031
501,S9QzVJntRxfpzefJZVY3pA,(206) 972-0112,lavish-roots-catering-burien,Lavish Roots Catering,Caterers,5.0,13,822 SW 152nd St,Burien,WA,98166
502,jonk6PCPZSYwu3tEy4XPmg,(206) 324-7263,century-ballroom-seattle-2,Century Ballroom,Dance Schools,4.5,158,915 E Pine St,Seattle,WA,98122
503,VJ9gsqxrMPb2rt58wyDswQ,(206) 623-0629,pecos-pit-bar-b-que-seattle-3,Pecos Pit Bar-B-Que,Barbeque,4.0,369,2260 1st Ave S,Seattle,WA,98134
504,fsVG5a5CVe76QPKRgTeBpw,(206) 243-8171,taco-bell-seatac,Taco Bell,"Fast Food, Mexican",2.5,40,18812 Pacific Hwy S,Seatac,WA,98188
505,U04mqc_wFDstZpazxF8isg,(253) 852-9910,cloud-9-kent,Cloud 9,"Bars, Karaoke, Dance Clubs",4.0,36,806 Central Ave S,Kent,WA,98032
506,D-nX-13wgiX-jjzGyhgpig,(425) 242-0923,chainline-brewing-company-kirkland,Chainline Brewing Company,Breweries,4.5,63,503 6th St S,Kirkland,WA,98033
507,giqwvciwvG7jCVs1v5o1EA,(253) 631-3172,linds-custom-meats-kent,Lind's Custom Meats,Butcher,4.0,10,23022 172nd Ave SE,Kent,WA,98042
508,9WLb59RD5E72AtWdmFZ6ww,(206) 286-1688,china-harbor-restaurant-seattle-2,China Harbor Restaurant,"Chinese, Venues & Event Spaces, Seafood",2.5,218,2040 Westlake Ave N,Seattle,WA,98109
509,wNyv4o44yUk0-mJ8yegu1A,(425) 418-1235,atpie-seattle,atpie,"Desserts, Caterers",5.0,9,,Seattle,WA,98104
510,kRa4ncZFckBAbk3W5o_H-A,(425) 214-1267,chili-fries-tukwila,Chili Fries,Fast Food,2.5,18,971 Southcenter Mall,Tukwila,WA,98188
511,1Mfp4irBD9KG9l-2H4pi7w,(206) 504-7604,copperworks-distilling-company-seattle,Copperworks Distilling Company,Distilleries,4.5,70,1250 Alaskan Way,Seattle,WA,98101
512,F9bgGCeYmBhVaJPsi18ixw,(206) 824-0233,hawthorne-suites-seatac,Hawthorne Suites,Hotels,2.0,3,19611 International Blvd,Seatac,WA,98188
513,7eoMEbus8ANI15VuYzUNkQ,(206) 322-3378,moonlight-cafe-seattle,Moonlight Cafe,"Vegetarian, Vietnamese, Noodles",4.0,359,1919 S Jackson St,Seattle,WA,98144
514,Lj57wA_Y9Swkn9R5-VH-Ww,(206) 725-0780,st-paul-parochial-school-seattle,St Paul Parochial School,"Elementary Schools, Middle Schools & High Schools, Religious Schools",4.0,1,10001 57th Ave S,Seattle,WA,98178
515,4W5XDXSbfAn4jXqDRMOK4Q,(253) 486-4035,taqueria-el-carreton-seattle,Taqueria El Carreton,"Mexican, Food Trucks, Sandwiches",4.5,20,14056 Greenwood Ave N,Seattle,WA,98127
516,PwmEButclkvfU1aoydeXFg,(425) 271-4501,the-wine-alley-renton,The Wine Alley,"Beer, Wine & Spirits",4.5,14,14276 SE 176th St,Renton,WA,98058
517,sLxobzy_UAfZ3q3A9MdtDA,(206) 223-0300,art-marble-21-seattle-2,Art Marble 21,"Cocktail Bars, American (New), Venues & Event Spaces",3.0,253,731 Westlake Ave N,Seattle,WA,98109
518,xP0Rqeaha8lcW9fSjtxI-A,(206) 849-7906,haunted-forest-of-maple-valley-maple-valley,Haunted Forest of Maple Valley,Performing Arts,4.0,20,20821 Renton Maple Valley Hwy SE,Maple Valley,WA,98038
519,y0LL14U3c1pouBMVuYhkNA,(425) 282-4360,four-generals-brewing-renton,Four Generals Brewing,Breweries,4.5,52,229 Wells Ave S,Renton,WA,98057
520,aJfC0LSr9ovB9cvmBo2MqA,(425) 658-3810,watercress-vietnam-kitchen-kirkland-2,Watercress Vietnam Kitchen,"Vietnamese, Noodles, Salad",3.0,102,89 Kirkland Ave,Kirkland,WA,98033
521,aW_sGcgJQSyBXXbpCP9zEg,(253) 835-6900,federal-way-community-center-federal-way,Federal Way Community Center,"Swimming Pools, Kids Activities, Preschools",3.5,47,876 S 333rd St,Federal Way,WA,98063
522,ek36wNRH9IeaNL5A6Y0Qhw,(206) 372-8510,cycle-dogs-seattle,Cycle Dogs,"Hot Dogs, Vegan, Street Vendors",4.5,61,1514 NW Leary Way,Seattle,WA,98107
523,9bBIHUEh7nm7irNVzIaCug,(425) 821-9333,taco-bell-kirkland,Taco Bell,"Fast Food, Mexican, Tex-Mex",2.5,68,11624 124th NE,Kirkland,WA,98034
524,slxSnG7PW91bhnWtsklglQ,(425) 451-8181,hidden-valley-deli-bellevue,Hidden Valley Deli,"Delis, Sandwiches",4.5,23,1750 112th Ave NE,Bellevue,WA,98004
525,nBYinb3M651WLCd9Lji8iQ,(253) 839-3470,mrs-fields-cookies-federal-way,Mrs. Fields Cookies,"Bakeries, Desserts",2.0,2,The Commons At Federal Way,Federal Way,WA,98003
526,CvnsUBRhlMdrWq-1lPvOVw,(206) 417-4848,sunny-teriyaki-seattle-3,Sunny Teriyaki,Japanese,3.0,14,13754 Aurora Ave N,Seattle,WA,98133
527,sIsQfDAV9QjgR4c_vi_UPw,(206) 728-8595,flying-fish-seattle,Flying Fish,Seafood,3.5,679,300 Westlake Ave N,Seattle,WA,98109
528,Jm4BDL94PQmfGuVZxDKytg,(206) 923-1102,circa-seattle,Circa,"Steakhouses, American (Traditional), Cocktail Bars",4.0,328,2605 California Ave SW,Seattle,WA,98116
529,Iux1vgl2OKi3Bg2X0grjGg,(206) 322-5028,b-and-o-espresso-seattle,B & O Espresso,"Coffee & Tea, Desserts, Tea Rooms",4.0,419,204 Belmont Ave E,Seattle,WA,98102
530,9JUpR6cmiza9YJYgOijIEQ,(425) 483-9400,st-brendan-catholic-church-bothell,St Brendan Catholic Church,Churches,5.0,4,10051 NE 195th St,Bothell,WA,98011
531,QpkK1skjhJNj2Tm5QUz0jg,(206) 467-5510,the-moore-theatre-seattle-2,The Moore Theatre,"Performing Arts, Music Venues",3.5,197,1932 2nd Ave,Seattle,WA,98101
532,qj-J9ZtSHVsrwsXzatU7fA,(206) 325-6660,lotus-thai-cuisine-seattle-2,Lotus Thai Cuisine,Thai,4.5,211,2724 E Cherry St,Seattle,WA,98122
533,T_EK6cTJAf7l56s18D8ktg,(253) 529-1542,j-and-e-filipino-store-kent,J & E Filipino Store,Grocery,2.5,2,26220 Pacific Hwy S,Kent,WA,98032
534,GJ7YW4pZgZMe-M2AVdNt2w,(206) 824-1794,des-moines-dog-house-des-moines,Des Moines Dog House,Hot Dogs,4.0,130,22302 Marine View Dr S,Des Moines,WA,98198
535,4IaolROHObe9RSuRtRZ0DA,(206) 632-7010,issian-seattle,Issian,"Sushi Bars, Tapas/Small Plates, Izakaya",3.5,345,1618 N 45th St,Seattle,WA,98103
536,VmZyGSwKn24RsaHePQKEVw,(253) 852-7360,fortune-seafood-restaurant-kent,Fortune Seafood Restaurant,"Chinese, Seafood",3.5,119,23801 104th Ave SE,Kent,WA,98031
537,u3rTBkdhyVW-u948qDFYqQ,(425) 456-7600,sammamish-high-school-bellevue,Sammamish High School,Middle Schools & High Schools,3.0,2,100 140th Ave SE,Bellevue,WA,98005
538,WOJ0yQSXgxIV1GmJV6W7nQ,(206) 937-0105,new-luck-toy-cafe-seattle,New Luck Toy Cafe,Restaurants,3.5,3,4718 California Ave SW,Seattle,WA,98116
539,Uj3NosJKjmftZfW_BkQ2PQ,(206) 723-6172,123-market-seattle,123 Market,"Grocery, Convenience Stores",3.0,3,7144 Beacon Ave S,Seattle,WA,98108
540,YSjto8cgddRyp_MsGybYqg,(206) 623-5110,bernards-on-seneca-seattle,Bernard's On Seneca,"German, Sandwiches",3.0,86,315 Seneca St,Seattle,WA,98101
541,nBvdJyM7TCHp5ppX31SC5Q,(707) 778-8776,lagunitas-brewing-company-petaluma-2,Lagunitas Brewing Company,Breweries,4.5,1733,1280 N McDowell Blvd,Petaluma,CA,94954
542,bC2MdcEUsCmva6jmkyUh1Q,(253) 813-6545,chevron-auburn-6,Chevron,Gas Stations,2.5,2,5148 Auburn Way N,Auburn,WA,98002
543,TGcrJRvaDGZYRMHFhuBP4w,(206) 855-5222,9-cranes-inn-seattle,9 Cranes Inn,Bed & Breakfast,5.0,38,5717 Palatine Ave N,Seattle,WA,98103
544,czZc0dlufumMXh9-Ncq2xA,(206) 770-9000,barolo-ristorante-seattle,Barolo Ristorante,"Italian, Wine Bars",4.0,1016,1940 Westlake Ave,Seattle,WA,98101
545,6RBJvTH-4rIeJUKWj4uCOA,(253) 630-3638,lucky-star-chinese-restaurant-covington,Lucky Star Chinese Restaurant,Chinese,3.5,49,17615 SE 272nd St,Covington,WA,98042
546,Di5JhhosejSGuFHEd-SRlg,(206) 236-8424,pon-proem-thai-restaurant-mercer-island,Pon Proem Thai Restaurant,"Thai, Noodles, Soup",3.5,95,3039 78th Ave SE,Mercer Island,WA,98040
547,ooc-NcDssL1NO9BntUqtvg,(425) 881-7487,shalimar-grocery-redmond,Shalimar Grocery,International Grocery,2.0,12,16541 Redmond Way,Redmond,WA,98052
548,a2H4xombLXEf1XZRp8Gi6w,(425) 827-4902,shamiana-restaurant-kirkland,Shamiana Restaurant,"Indian, Pakistani, Buffets",3.5,116,10724 NE 68th St,Kirkland,WA,98033
549,DudXu7EvTJUNkK0_d1MB0g,(206) 767-4918,morning-star-deli-seattle,Morning Star Deli,"Barbeque, Burgers, Cheesesteaks",4.5,42,8855 9th Ave SW,Seattle,WA,98106
550,UdyIaYqqbgCFwiuMatfjiQ,(253) 859-5662,kona-cafe-kent,Kona Cafe,"Coffee & Tea, Breakfast & Brunch, Sandwiches",4.0,104,124 4th Ave S,Kent,WA,98032
551,cBUS0XoJvfPzXWlPnCVGzA,(206) 634-0550,henrys-tavern-seattle-seattle,Henry's Tavern Seattle,"American (Traditional), Seafood, Sports Bars",3.0,249,1518 1st Ave S,Seattle,WA,98134
552,slbmD92j1JKShUa0InF2nw,(206) 323-5278,southpaw-seattle,Southpaw,"Pizza, Desserts, Salad",4.0,36,926 12th Ave,Seattle,WA,98122
553,1SqT1DDnhAXaJMhiK9bhfg,(206) 524-9929,himitsu-teriyaki-seattle,Himitsu Teriyaki,Japanese,3.5,97,8014 Lake City Way NE,Seattle,WA,98115
554,4wt7NgW_nJ9GBrSpAYyxHw,(206) 362-9203,pomum-cellars-woodinville,Pomum Cellars,Wineries,4.5,4,18654 142nd Ave,Woodinville,WA,98072
555,95PMTOApMZZwGDERqAO5Uw,(206) 625-0408,a-and-b-cafe-seattle,A & B Cafe,"Cantonese, Breakfast & Brunch, Cafes",3.5,31,670 S Weller St,Seattle,WA,98104
556,xETsK4ta992jeQDjWvFrPQ,(206) 364-1375,nrgize-seattle-3,Nrgize,Juice Bars & Smoothies,5.0,1,13244 Aurora Ave N,Seattle,WA,98133
557,OtV4Ie6mFgldJEHKHolHGA,(206) 783-1228,georgias-greek-restaurant-and-deli-seattle,Georgia's Greek Restaurant & Deli,"Greek, Delis, Bars",3.5,159,323 NW 85th St,Seattle,WA,98117
558,M96xM1htz5eoMgPoggdemA,(206) 906-9334,caffe-ladro-seattle-19,Caffe Ladro,Coffee & Tea,4.5,11,400 Fairview Ave N,Seattle,WA,98109
559,TYKZmYMI5WyXcv6OTsdeZg,(206) 367-9006,stadium-market-76-seattle,Stadium Market 76,"Auto Repair, Gas Stations",1.5,4,2143 N Northgate Way,Seattle,WA,98133
560,8B0mAUbn0dkBTBIbzqZGQg,(425) 394-4480,candy-mache-issaquah,Candy Mache,"Candy Stores, Shaved Ice, Kids Activities",4.0,9,1836 25th Ave NE,Issaquah,WA,98029
561,kILFFB3UU-Qq2O8XCd8A8A,(206) 801-7237,star-poke-shoreline,Star Poke,"Poke, Hawaiian",4.0,92,19926 Aurora Ave N,Shoreline,WA,98133
562,VhGWVmP5394k-Cu0pUEXNA,(425) 369-7028,tuscan-stone-pizza-issaquah,Tuscan Stone Pizza,"Pizza, Food Stands, Tuscan",4.5,34,5530 E Lake Sammamish Pkwy,Issaquah,WA,98029
563,1q8nsZEZTz61CanF119PbA,(206) 784-4132,luisas-mexican-grill-seattle-2,Luisa's Mexican Grill,Mexican,3.5,224,9776 Holman Rd NW,Seattle,WA,98117
564,GD5hUn83lcOPOBl7y4p54A,(206) 708-7501,armistice-coffee-roaster-seattle,Armistice Coffee Roaster,"Coffee Roasteries, Coffee & Tea, Bakeries",4.5,10,2201 Eastlake Ave E,Seattle,WA,98102
565,RrIIVPv1zSaKkMP0cLadMQ,(425) 467-8129,design-perfect-catering-kirkland,Design Perfect Catering,Caterers,5.0,24,13600 NE 126th Pl,Kirkland,WA,98034
566,P6Zk8zXGgSbWCOddwCVd9Q,(206) 634-0300,dicks-drive-ins-ltd-lp-seattle-4,Dick's Drive-Ins Ltd Lp,N/A,3.0,1,4426 2nd Ave NE,Seattle,WA,98105
567,IbbBnfgFsnBVZmc6FgrE0g,(206) 324-5771,madrona-homemade-deli-market-seattle,Madrona Homemade Deli Market,Grocery,3.0,9,3309 E Union St,Seattle,WA,98122
568,b0RTKoBt32gTowUhi-qAOQ,(206) 985-8404,subway-seattle-23,Subway,"Sandwiches, Fast Food",3.0,9,7347 35th Ave NE,Seattle,WA,98115
569,dKBSmV_8DjMDZjvnILDENA,(206) 386-5995,rays-deli-seattle,Ray's Deli,Delis,4.0,15,701 5th Ave,Seattle,WA,98104
570,6bQ83Csvdqo7flofBkhqyA,(206) 302-7634,panera-bread-seattle-2,Panera Bread,"Sandwiches, Salad, Soup",3.0,97,1620 Broadway,Seattle,WA,98122
571,RJen8YluU-M7PyMjoQ3PWg,(425) 482-6410,target-woodinville,Target,Department Stores,3.0,73,13950 NE 178th Pl,Woodinville,WA,98072
572,HJdaMKfU-lva8GpfTc7ERg,(206) 547-0088,mongols-seattle,MONGOL'S,Coffee & Tea,5.0,2,4527 University Way NE,Seattle,WA,98105
573,J0b8Te_N1DgtutZLsFZOSQ,(206) 938-4112,sunfish-seattle,Sunfish,"Seafood, Fish & Chips",4.0,229,2800 Alki Ave SW,Seattle,WA,98116
574,SL5dxyD48aDsg9vgAj2f6w,(206) 523-8594,pasta-and-co-seattle-3,Pasta & Co,"Italian, American (New), Vegetarian",4.0,72,4622 26th Ave NE,Seattle,WA,98105
575,ziJexMx2QRd4kYMVbvaezQ,(206) 622-4881,mr-ds-greek-delicacies-seattle,Mr. D's Greek Delicacies,"Greek, Fast Food, Mediterranean",4.0,205,1518 Pike Pl,Seattle,WA,98101
576,R0eDlhAfW6xrTp-Mw4pVUw,(425) 392-4312,tao-bistro-issaquah,Tao Bistro,"Taiwanese, Asian Fusion",3.5,105,710 NW Gilman Blvd,Issaquah,WA,98027
577,JsvxX0ja8GS5tJx13C8JBA,(206) 829-9525,atrium-kitchen-seattle,Atrium Kitchen,Cooking Classes,5.0,4,1433 1st Ave,Seattle,WA,98101
578,vFbxSZPqlIoBkC6H92dP4A,(206) 829-9525,seductive-specialty-foods-seattle,Seductive Specialty Foods,"Specialty Food, Caterers",5.0,4,,Seattle,WA,98103
579,7iE3E4QTxvsU0uiPIreOuw,(206) 789-0211,choice-deli-and-grocery-seattle,Choice Deli & Grocery,"Delis, Grocery, Beer, Wine & Spirits",3.5,47,6415 8th Ave NW,Seattle,WA,98107
580,se5MEzlQrIZNdY-9PAcItA,(425) 643-8281,walgreens-bellevue-10,Walgreens,"Cosmetics & Beauty Supply, Drugstores, Convenience Stores",2.0,23,15585 NE 24th St,Bellevue,WA,98007
581,FrHhYevaOhs40xpuOpQiHg,(206) 283-3313,canlis-seattle,Canlis,"American (New), Seafood",4.0,1272,2576 Aurora Ave N,Seattle,WA,98109
582,I7gHQtMTExPXoKVEVRzfag,(425) 820-4381,kitanda-espresso-and-açai-kirkland-2,Kitanda Espresso & Açai,"Acai Bowls, Cafes, Sandwiches",4.0,100,12700 NE 124th St,Kirkland,WA,98034
583,y00JHyjCcItqa-p4tF2U9Q,(206) 323-1782,song-phang-kong-seattle,Song Phang Kong,"Laotian, Thai",4.0,163,1017 S Jackson St,Seattle,WA,98104
584,LoabIDtjX6U4ckUe60sWSw,(425) 747-3000,romios-pizza-and-pasta-bellevue,Romio's Pizza & Pasta,"Italian, Pizza, Sandwiches",2.5,126,3615 Factoria Blvd SE,Bellevue,WA,98006
585,AGJM0sc7l4oA_kknOiLjNw,(206) 517-5662,kona-kitchen-seattle,Kona Kitchen,"Hawaiian, Breakfast & Brunch, Asian Fusion",4.0,842,8501 5th Ave NE,Seattle,WA,98115
586,Xv2_nddmFkn6QMJobAF2uw,(206) 588-0908,hiroshis-poke-seattle-3,Hiroshi's Poke,"Poke, Hawaiian, Japanese",4.5,174,4712 11th Ave NE,Seattle,WA,98105
587,AHlGPCKUfwJXJHmun48AKQ,(206) 323-1715,city-market-seattle,City Market,Grocery,3.5,81,1722 Bellevue Ave,Seattle,WA,98122
588,ka4e2NNzwHBx80y1W25Riw,(206) 284-8166,7-eleven-seattle-15,7-Eleven,"Convenience Stores, Coffee & Tea",2.5,8,1607 Queen Anne Ave N,Seattle,WA,98109
589,0zOQ6gbOERAi-FoeM4fAig,(206) 932-3020,la-rustica-seattle,La Rustica,Italian,4.0,337,4100 Beach Dr SW,Seattle,WA,98116
590,ENZ4gpl6OUajsIbBiuXgxg,(206) 420-8992,in-the-red-wine-bar-seattle,In The Red Wine Bar,"Wine Bars, Pubs",3.5,126,6510 Phinney Ave N,Seattle,WA,98103
591,32D_7MKO8DhR7FoR_fNLPg,(206) 528-6165,thai-of-wedgwood-seattle-2,Thai of Wedgwood,Thai,3.5,61,7520 35th Ave NE,Seattle,WA,98115
592,uOtgMDOWbO_p9gvcgXxHIg,(206) 596-2301,staybridge-suites-seattle-south-lake-union-seattle,Staybridge Suites Seattle - South Lake Union,Hotels,4.0,1,1119 Mercer St,Seattle,WA,98109
593,xu1QIWkQaGFaFS0t3cN7RQ,(360) 886-2222,sahara-pizza-black-diamond,Sahara Pizza,Pizza,4.0,27,31525 3rd Ave,Black Diamond,WA,98010
594,rGWsX_7SDtgPYXF6subJ3w,(206) 420-7781,paseo-caribbean-food-seattle-8,Paseo Caribbean Food,"Caribbean, Cuban, Sandwiches",3.5,203,1760 1st Ave S,Seattle,WA,98134
595,8ktxgZMKNUzkCRWsrQYWcQ,(253) 852-0190,ghorms-drive-in-kent,Ghorm's Drive In,Restaurants,3.5,6,10429 SE Kent Kangley Rd,Kent,WA,98030
596,PkWVWtzNItUlo8RVFztinQ,(206) 381-3333,slice-box-pizza-seattle,Slice Box Pizza,"Salad, Pizza",4.5,34,1727 1st Ave S,Seattle,WA,98134
597,_QyTjZdBMMhjpVRXYLNllg,(206) 243-7806,gallianos-cucina-seatac,Galliano's Cucina,Italian,4.0,131,16435 Military Rd S,SeaTac,WA,98188
598,GDKDrJxtIZollK1K_pWv8A,(253) 395-7987,saya-restaurant-kent,Saya Restaurant,"Japanese, Thai",4.0,117,8455 S 212th St,Kent,WA,98031
599,Iz8D8JnBfT9VMgDwIh8HnQ,(310) 604-3200,southern-tsunami-sushi-rancho-dominguez,Southern Tsunami Sushi,N/A,1.0,4,19205 S Laurel Park Rd,Rancho Dominguez,CA,90220
600,Hi0Xy7hCcWDl9nZsHm_GHA,(206) 602-6061,cloudburst-brewing-seattle,Cloudburst Brewing,Breweries,4.5,166,2116 Western Ave,Seattle,WA,98121
601,9D3S9Gk_yb5TagoE6qCECA,(206) 463-7980,wok-in-take-out-vashon,Wok In Take Out,"Japanese, Thai",2.5,2,9925 SW Bank Rd,Vashon,WA,98070
602,hPNBYxDwJG0_R6Bipkgy3g,(425) 226-4316,top-of-the-hill-quality-produce-renton,Top Of The Hill Quality Produce,Grocery,4.5,50,5325 NE 4th St,Renton,WA,98059
603,GX8UgBplWNynQ1liu3dd7A,(206) 244-8450,china-pavillion-tukwila,China Pavillion,Chinese,3.0,16,14855 Tukwla Intrntnl Blvd,Tukwila,WA,98168
604,LaF6ZwGWP-y8pAs5M3LUBQ,(206) 937-7809,jaks-grill-seattle,Jak's Grill,"American (Traditional), Steakhouses",4.0,470,4548 California Ave SW,Seattle,WA,98116
605,DWeQ1soIQ6UzN21j7mF1Qg,(206) 232-7115,stroum-jewish-community-center-mercer-island,Stroum Jewish Community Center,"Gyms, Elementary Schools, Preschools",4.0,11,3801 E Mercer Way,Mercer Island,WA,98040
606,VPRHzYzgPKhHtRxZBpT5-w,(206) 257-4655,the-sovereign-seattle,The Sovereign,"Lounges, American (New), Cocktail Bars",3.5,31,119 1st Ave S,Seattle,WA,98104
607,SivAm3xR68xPOLuV3iODAA,(425) 417-8564,brewin-around-coffee-company-mountlake-terrace,Brewin' Around Coffee Company,Caterers,5.0,9,,Mountlake Terrace,WA,98043
608,XbRTv9Yq4C8XvAi3xe2kXw,(206) 632-2271,mamma-melina-ristorante-pizzeria-seattle,Mamma Melina Ristorante + Pizzeria,"Italian, Pizza, Bars",3.5,575,5101 25th Ave NE,Seattle,WA,98105
609,6LpqZdk1YsBRcU8dUbullw,(206) 264-0156,barnes-and-noble-seattle-10,Barnes & Noble,"Bookstores, Music & DVDs, Newspapers & Magazines",3.5,93,600 Pine St,Seattle,WA,98101
610,GVIrBH1nmqvDfFY6Zlkduw,(206) 725-2511,king-chicken-and-gyros-seattle,King Chicken & Gyros,Chicken Wings,3.0,2,6754 Mrtn Lthr Kng Jr Wy,Seattle,WA,98118
611,yH9niz6U8cm3ZiKVtXUiIQ,(206) 387-7545,coffee-tree-seattle,Coffee Tree,"Coffee & Tea, Bagels",4.0,101,905 8th Ave,Seattle,WA,98104
612,-IjAghBAyaOEvHEqM08wMA,(253) 839-4200,billy-mchales-federal-way,Billy McHale's,"American (Traditional), Bars, Steakhouses",3.0,110,1320 S 324th St,Federal Way,WA,98003
613,wnwCrN2xwQGEggO5vHxyCw,(425) 243-2089,indi-chocolate-seattle,Indi Chocolate,"Chocolatiers & Shops, Coffee & Tea",4.5,78,1901 Western Ave,Seattle,WA,98101
614,3sAB4_z6Pud1wanlwpS0WA,(206) 623-4600,the-nest-seattle-2,The Nest,Lounges,3.5,272,110 Stewart St,Seattle,WA,98101
